title,location,company,salary
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Operations Manager,"Camas, WA 98607",Bodycote,
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,"$103,000 - $155,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Operations Manager,"Camas, WA 98607",Bodycote,
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Operations Manager,"Camas, WA 98607",Bodycote,
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,"$97,000 - $133,000 a year (Indeed est.)"
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Operations Manager,"Camas, WA 98607",Bodycote,
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,"$97,000 - $133,000 a year (Indeed est.)"
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,"$103,000 - $155,000 a year (Indeed est.)"
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Quality Assistant - Camas,"Camas, WA 98607",Bodycote,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
DevOps Engineer (AWS),"Portland, OR",i.t.motives,"$97,000 - $133,000 a year (Indeed est.)"
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Operations Manager,"Camas, WA 98607",Bodycote,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,
Lead Front End Engineer (React),"Portland, OR",i.t.motives,
Senior Front End Engineer (React),"Portland, OR",i.t.motives,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Electro-optical Systems Enginee,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,"$103,000 - $155,000 a year (Indeed est.)"
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
"Splunk Engineer/Architect-Portland, OR","Portland, OR 97201 (Homestead area)",iSenpai,
Safety and Environmental Specialist,"Camas, WA 98607",Bodycote,
Custom Analog IC and CMOS Image Sensor Characterization Engi...,"Beaverton, OR 97006 (Triple Creek area)",Voxtel,
Senior Software Engineer (Java),"Portland, OR",i.t.motives,"$95,000 - $127,000 a year (Indeed est.)"
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
"Performance Test Engineer (Lead, Senior)","Portland, OR",i.t.motives,
Lead Software Engineer (Java),"Portland, OR",i.t.motives,"$103,000 - $155,000 a year (Indeed est.)"
Operations Manager - Portland,"Portland, OR",Lyft,
Lead Mechanical Engineer (R&D) (8071020),"Vancouver, WA","Kyocera International, Inc.",
Senior Front End Engineer (React),"Portland, OR",i.t.motives,"$83,000 - $122,000 a year (Indeed est.)"
Lead Front End Engineer (React),"Portland, OR",i.t.motives,"$87,000 - $129,000 a year (Indeed est.)"
